,name,gender,Name Rank,age,surgency_score,agreeableness_score,conscientiousness_score,emotional_stability_score,intellect_score,Daily New Cases Day 4,Time Step,Response,Run Number
105,Stacey,0,0.7939999999999999,22,1,1,0,1,0,0.0,0,0,1
106,Genaro,1,0.46299999999999986,22,1,0,0,1,0,0.0,0,0,1
107,Amparo,0,0.34399999999999986,25,0,0,0,1,1,0.0,0,0,1
108,Jackson,1,0.6319999999999999,23,0,1,0,0,0,0.0,0,0,1
109,Anibal,1,0.4019999999999999,56,0,0,1,0,0,0.0,0,0,1
110,Vero,0,0.45599999999999985,21,1,1,0,1,0,0.0,0,0,1
111,Claudette,0,0.08699999999999986,64,0,0,1,1,1,0.0,0,0,1
112,Juanito,1,0.24099999999999988,30,0,1,1,0,1,0.0,0,0,1
113,Ruby,0,0.7399999999999999,61,1,0,1,0,0,0.0,0,0,1
114,Celeste,0,0.585,25,0,1,1,0,1,0.0,0,0,1
115,Patricia,0,0.9819999999999999,47,1,1,0,1,0,0.0,0,0,1
116,Sherrie,0,0.03199999999999992,39,1,0,1,1,1,0.0,0,0,1
117,Laura,0,0.9909999999999999,37,0,1,1,0,1,0.0,0,0,1
118,Lizzy,0,0.30499999999999994,22,0,0,1,0,0,0.0,0,0,1
119,Nicole,0,0.9799999999999999,36,1,0,1,1,0,0.0,0,0,1
120,Maddy,0,0.2839999999999999,35,0,1,1,1,1,0.0,0,0,1
121,Dalton,1,0.5069999999999999,56,1,0,0,1,1,0.0,0,0,1
122,Amado,1,0.17999999999999994,18,1,1,0,0,1,0.0,0,0,1
123,Rosita,0,0.32599999999999985,43,0,0,1,0,1,0.0,0,0,1
124,Abby,0,0.7999999999999998,64,1,1,1,1,1,0.0,0,0,1
125,Sterling,1,0.03499999999999992,23,0,0,0,1,1,0.0,0,0,1
126,Kody,1,0.02499999999999991,59,1,1,1,1,1,0.0,0,0,1
127,Brett,1,0.7669999999999999,32,1,0,0,1,0,0.0,0,0,1
128,Aimee,0,0.4909999999999999,33,0,0,0,0,0,0.0,0,0,1
129,Ericka,0,0.4019999999999999,62,1,0,1,1,1,0.0,0,0,1
130,Suzanne,0,0.7419999999999999,65,0,0,1,1,0,0.0,0,0,1
131,Steven,1,0.9529999999999998,55,0,0,1,1,0,0.0,0,0,1
132,Bernard,1,0.5679999999999998,39,1,0,0,1,1,0.0,0,0,1
133,Franco,1,0.45399999999999985,21,0,0,0,1,1,0.0,0,0,1
134,Elvin,1,0.3749999999999999,63,1,0,0,0,1,0.0,0,0,1
135,Candy,0,0.5779999999999998,63,1,0,0,0,1,0.0,0,0,1
136,Evan,1,0.7829999999999999,27,0,0,0,0,1,0.0,0,0,1
137,Mj,1,0.29699999999999993,23,0,1,1,1,1,0.0,0,0,1
138,Latasha,0,0.06599999999999984,40,0,1,1,1,1,0.0,0,0,1
139,Tee,1,0.47199999999999986,57,1,1,1,1,1,0.0,0,0,1
140,Cris,0,0.5329999999999999,28,1,0,0,0,1,0.0,0,0,1
141,Nelson,1,0.8119999999999998,55,1,0,1,1,0,0.0,0,0,1
142,Evelin,0,0.17699999999999994,61,1,1,1,0,1,0.0,0,0,1
143,Marleny,0,0.016999999999999904,23,0,0,1,1,1,0.0,0,0,1
144,German,1,0.6859999999999999,33,0,1,1,0,1,0.0,0,0,1
145,Reyes,1,0.45299999999999985,28,0,0,1,0,1,0.0,0,0,1
146,Yessenia,0,0.1339999999999999,20,0,1,1,0,0,0.0,0,0,1
147,Doreen,0,0.32099999999999984,24,1,0,1,0,1,0.0,0,0,1
148,Silvestre,1,0.006999999999999895,46,0,0,0,1,0,0.0,0,0,1
149,Gus,1,0.43799999999999994,36,0,0,0,1,0,0.0,0,0,1
150,Faith,0,0.6379999999999999,26,0,1,0,0,1,0.0,0,0,1
151,Kay,0,0.7589999999999999,42,1,0,1,0,1,0.0,0,0,1
152,Madison,0,0.7639999999999999,63,0,0,1,0,1,0.0,0,0,1
153,Bo,1,0.44699999999999984,21,0,0,0,0,0,0.0,0,0,1
154,Johnson,1,0.09899999999999987,63,1,0,1,1,0,0.0,0,0,1
155,Celina,0,0.31499999999999984,38,1,1,0,0,0,0.0,0,0,1
156,Lizbeth,0,0.5009999999999999,46,0,0,1,1,1,0.0,0,0,1
157,Tamara,0,0.7089999999999999,40,1,0,1,0,0,0.0,0,0,1
158,Natasha,0,0.7739999999999999,45,1,1,1,1,0,0.0,0,0,1
159,Silvia,0,0.9079999999999999,64,1,1,0,0,0,0.0,0,0,1
160,Raven,0,0.32999999999999985,31,0,0,0,0,0,0.0,0,0,1
161,Marian,0,0.43099999999999994,18,1,0,0,0,1,0.0,0,0,1
162,Paulo,1,0.4139999999999999,18,1,0,1,1,1,0.0,0,0,1
163,Wesley,1,0.6589999999999998,20,0,1,1,1,1,0.0,0,0,1
164,Judith,0,0.7979999999999998,50,1,1,1,0,1,0.0,0,0,1
165,Kiki,0,0.2519999999999999,42,1,1,1,1,1,0.0,0,0,1
166,Stephanie,0,0.9869999999999999,59,0,1,1,1,1,0.0,0,0,1
167,Jessi,0,0.23599999999999988,39,1,0,1,0,1,0.0,0,0,1
168,America,0,0.2489999999999999,64,1,1,0,1,1,0.0,0,0,1
169,Joana,0,0.10399999999999987,31,0,0,1,0,0,0.0,0,0,1
170,Jonathan,1,0.9699999999999999,38,1,0,0,0,1,0.0,0,0,1
171,Misty,0,0.5499999999999998,61,1,0,1,0,1,0.0,0,0,1
172,Vickie,0,0.5339999999999998,22,1,1,0,1,1,0.0,0,0,1
173,Lopez,1,0.44799999999999984,21,1,1,1,0,0,0.0,0,0,1
174,Brittney,0,0.6069999999999999,25,1,0,0,0,1,0.0,0,0,1
175,Adrienne,0,0.5179999999999999,58,1,0,0,0,0,0.0,0,0,1
176,Caroline,0,0.815,21,0,1,0,1,0,0.0,0,0,1
177,Lance,1,0.6539999999999999,63,1,1,1,1,1,0.0,0,0,1
178,Moses,1,0.42299999999999993,63,0,1,0,0,1,0.0,0,0,1
179,Isa,0,0.33099999999999985,45,0,0,1,1,0,0.0,0,0,1
180,Rafaela,0,0.09999999999999987,31,0,1,1,0,1,0.0,0,0,1
181,Dom,1,0.11899999999999988,38,0,1,0,0,1,0.0,0,0,1
182,Sofia,0,0.7919999999999999,45,1,0,1,1,0,0.0,0,0,1
183,Paris,0,0.21699999999999986,38,0,1,0,0,0,0.0,0,0,1
184,Shana,0,0.2609999999999999,63,1,0,0,1,1,0.0,0,0,1
185,Jules,1,0.16999999999999993,30,0,1,1,0,1,0.0,0,0,1
186,Ubaldo,1,0.0039999999999998925,58,0,0,1,1,1,0.0,0,0,1
187,Sid,1,0.1259999999999999,25,0,1,1,1,1,0.0,0,0,1
188,Crystal,0,0.9219999999999999,24,1,0,1,0,0,0.0,0,0,1
189,Eliseo,1,0.45199999999999985,29,1,0,1,1,1,0.0,0,0,1
190,Ignacio,1,0.6819999999999999,62,0,1,1,1,1,0.0,0,0,1
191,Monika,0,0.42799999999999994,40,0,0,0,1,1,0.0,0,0,1
192,Leonard,1,0.591,48,1,1,1,1,0,0.0,0,0,1
193,Beatrice,0,0.4079999999999999,58,0,1,0,0,0,0.0,0,0,1
194,Clark,1,0.20299999999999985,50,0,1,1,1,1,0.0,0,0,1
195,Sunil,1,0.31299999999999994,43,1,1,1,1,1,0.0,0,0,1
196,George,1,0.938,31,0,1,0,1,0,0.0,0,0,1
197,Mathew,1,0.47999999999999987,19,0,0,1,1,1,0.0,0,0,1
198,Flaco,1,0.1519999999999999,49,1,0,0,1,0,0.0,0,0,1
199,Reginald,1,0.5369999999999999,65,0,0,1,1,1,0.0,0,0,1
200,Alyssa,0,0.8739999999999999,34,1,0,0,0,0,0.0,0,0,1
201,Darrin,1,0.1299999999999999,26,0,0,0,1,1,0.0,0,0,1
202,Molly,0,0.7869999999999999,31,1,0,1,0,0,0.0,0,0,1
203,Violet,0,0.10199999999999987,24,1,0,1,0,0,0.0,0,0,1
204,Audrey,0,0.714,57,1,1,0,0,0,0.0,0,0,1
205,Sydney,0,0.708,39,1,0,0,0,1,0.0,0,0,1
206,Heath,1,0.1279999999999999,62,0,0,0,0,0,0.0,0,0,1
207,Antoine,1,0.3619999999999999,45,1,0,1,0,1,0.0,0,0,1
208,Tiffany,0,0.9329999999999998,63,1,1,1,0,0,0.0,0,0,1
209,Ram,1,0.3579999999999999,51,1,0,0,0,1,0.0,0,0,1
210,Meredith,0,0.5419999999999998,63,0,1,0,1,1,0.0,0,0,1
211,Shirley,0,0.825,34,0,1,1,1,1,0.0,0,0,1
212,Heather,0,0.9569999999999999,32,0,0,0,0,0,0.0,0,0,1
213,Summer,0,0.5109999999999999,18,1,1,1,1,1,0.0,0,0,1
214,Ana,0,0.9929999999999999,45,1,1,0,0,1,0.0,0,0,1
215,Heidy,0,0.027999999999999914,39,0,0,1,1,0,0.0,0,0,1
216,Lucky,1,0.16199999999999992,36,1,1,0,0,0,0.0,0,0,1
217,Denny,1,0.2709999999999999,45,0,1,1,0,0,0.0,0,0,1
218,Lety,0,0.5049999999999999,57,0,1,1,1,0,0.0,0,0,1
219,Tammie,0,0.07999999999999985,25,0,1,1,0,1,0.0,0,0,1
220,Geoff,1,0.34099999999999986,57,1,1,1,0,1,0.0,0,0,1
221,Serena,0,0.33899999999999986,61,1,0,1,1,1,0.0,0,0,1
222,Preston,1,0.5339999999999998,36,1,1,1,0,0,0.0,0,0,1
223,Lynn,0,0.8459999999999999,65,0,0,0,0,0,0.0,0,0,1
224,Donald,1,0.813,51,0,0,0,1,0,0.0,0,0,1
225,Vanessa,0,0.9499999999999998,46,0,0,1,1,0,0.0,0,0,1
226,Hailey,0,0.5949999999999999,34,1,0,0,1,0,0.0,0,0,1
227,Marty,1,0.6229999999999999,26,1,0,0,0,0,0.0,0,0,1
228,Barbara,0,0.9649999999999999,59,0,0,0,1,1,0.0,0,0,1
229,Noemi,0,0.6169999999999999,27,0,1,1,1,1,0.0,0,0,1
230,Katelyn,0,0.4999999999999999,30,0,0,1,0,0,0.0,0,0,1
231,Luiz,1,0.30199999999999994,36,1,0,0,1,0,0.0,0,0,1
232,Amilcar,1,0.23699999999999988,36,0,1,0,1,0,0.0,0,0,1
233,Jody,0,0.575,31,1,0,0,1,0,0.0,0,0,1
234,Kathy,0,0.9579999999999999,64,1,1,1,0,1,0.0,0,0,1
235,Adrianna,0,0.20299999999999985,64,0,0,0,0,1,0.0,0,0,1
236,Junior,1,0.817,60,0,1,0,1,0,0.0,0,0,1
237,Nikita,1,0.24599999999999989,35,1,0,0,0,1,0.0,0,0,1
238,Dan,1,0.9349999999999998,47,0,1,1,0,1,0.0,0,0,1
239,Phyllis,0,0.6229999999999999,39,1,1,1,1,0,0.0,0,0,1
240,Gracie,0,0.3779999999999999,65,1,0,1,1,0,0.0,0,0,1
241,Darryl,1,0.6149999999999999,21,1,0,0,1,0,0.0,0,0,1
242,Lucas,1,0.7509999999999999,34,1,1,0,1,1,0.0,0,0,1
243,Evelyn,0,0.8729999999999999,55,1,1,1,0,1,0.0,0,0,1
244,Bryce,1,0.6039999999999999,26,0,1,0,0,1,0.0,0,0,1
245,Alan,1,0.8699999999999999,32,0,0,1,1,0,0.0,0,0,1
246,Joyce,0,0.8409999999999999,39,0,1,0,1,0,0.0,0,0,1
247,Carlton,1,0.19899999999999984,43,0,1,1,0,0,0.0,0,0,1
248,Conrad,1,0.08899999999999986,58,0,0,1,0,0,0.0,0,0,1
249,Davis,1,0.21199999999999986,43,0,0,1,0,0,0.0,0,0,1
250,Jamal,1,0.5989999999999999,49,1,1,0,0,1,0.0,0,0,1
251,Red,1,0.22099999999999986,63,1,0,0,1,0,0.0,0,0,1
252,Pierre,1,0.5499999999999998,52,1,0,1,1,1,0.0,0,0,1
253,Collin,1,0.5079999999999999,21,0,0,1,1,1,0.0,0,0,1
254,Debra,0,0.8359999999999999,62,1,0,0,1,1,0.0,0,0,1
255,Noe,1,0.718,37,1,0,0,1,1,0.0,0,0,1
256,Kiana,0,0.0129999999999999,35,0,0,0,1,0,0.0,0,0,1
257,Johnnie,1,0.32399999999999984,19,1,1,0,0,1,0.0,0,0,1
258,Vidal,1,0.1329999999999999,57,0,1,1,1,1,0.0,0,0,1
259,Carmen,0,0.9779999999999999,39,0,1,0,1,1,0.0,0,0,1
260,Geo,1,0.11099999999999988,38,0,0,1,0,0,0.0,0,0,1
261,Reid,1,0.04399999999999993,52,0,1,0,1,0,0.0,0,0,1
262,Micah,1,0.5379999999999998,21,0,0,1,0,1,0.0,0,0,1
263,Sebastian,1,0.7769999999999999,21,0,1,1,0,1,0.0,0,0,1
264,Roberto,1,0.9359999999999999,56,0,1,1,0,0,0.0,0,0,1
265,Camilo,1,0.43899999999999983,42,0,1,0,0,1,0.0,0,0,1
266,Monique,0,0.7379999999999999,23,0,0,1,1,1,0.0,0,0,1
267,Gregg,1,0.3929999999999999,48,1,0,1,1,0,0.0,0,0,1
268,Mireya,0,0.45199999999999985,27,1,1,0,1,0,0.0,0,0,1
269,Eleanor,0,0.21799999999999986,48,1,0,1,1,0,0.0,0,0,1
270,Chelsey,0,0.11699999999999988,38,1,0,0,1,1,0.0,0,0,1
271,Jeanine,0,0.009999999999999898,42,0,1,0,1,1,0.0,0,0,1
272,Kelli,0,0.5399999999999998,39,1,0,1,1,0,0.0,0,0,1
273,Darwin,1,0.4869999999999999,22,0,0,1,1,1,0.0,0,0,1
274,Debora,0,0.0029999999999998916,55,1,1,1,1,0,0.0,0,0,1
275,Israel,1,0.7969999999999999,55,1,0,0,1,1,0.0,0,0,1
276,Devon,1,0.6599999999999999,31,0,1,0,1,1,0.0,0,0,1
277,Stewart,1,0.029999999999999916,22,1,0,0,0,0,0.0,0,0,1
278,Christi,0,0.08999999999999986,56,1,0,0,1,1,0.0,0,0,1
279,Willie,1,0.7339999999999999,55,0,1,1,1,1,0.0,0,0,1
280,Colby,1,0.3779999999999999,41,1,0,1,1,1,0.0,0,0,1
281,Rohit,1,0.2629999999999999,40,0,1,1,0,1,0.0,0,0,1
282,Alex,1,0.9919999999999999,55,1,0,1,1,1,0.0,0,0,1
283,Alexandra,0,0.8629999999999999,19,0,0,1,0,0,0.0,0,0,1
284,Dolly,0,0.020999999999999908,30,0,1,0,1,1,0.0,0,0,1
285,Patty,0,0.8609999999999999,30,1,0,0,0,1,0.0,0,0,1
286,Josue,1,0.7789999999999999,40,1,0,0,1,1,0.0,0,0,1
287,Jacinto,1,0.15499999999999992,53,0,0,1,0,1,0.0,0,0,1
288,Mia,0,0.7599999999999999,60,0,1,0,1,1,0.0,0,0,1
289,Tiara,0,0.06299999999999994,59,1,0,0,1,0,0.0,0,0,1
290,Quentin,1,0.21499999999999986,31,0,1,1,0,1,0.0,0,0,1
291,Harrison,1,0.3889999999999999,39,0,0,0,0,1,0.0,0,0,1
292,Alexis,1,0.8969999999999999,56,0,1,1,0,0,0.0,0,0,1
293,Mariana,0,0.7859999999999999,64,0,0,1,0,0,0.0,0,0,1
294,Myra,0,0.2719999999999999,33,0,1,0,0,0,0.0,0,0,1
295,Sonny,1,0.3909999999999999,52,1,1,0,1,0,0.0,0,0,1
296,Gregorio,1,0.5579999999999998,42,0,0,1,0,1,0.0,0,0,1
297,Emilio,1,0.7009999999999998,55,0,1,1,0,1,0.0,0,0,1
298,Alain,1,0.29499999999999993,64,0,1,1,0,0,0.0,0,0,1
299,Mariam,0,0.46399999999999986,35,1,1,1,0,1,0.0,0,0,1
300,Claudia,0,0.9619999999999999,37,0,0,0,1,0,0.0,0,0,1
301,Ash,1,0.4089999999999999,51,1,0,1,0,1,0.0,0,0,1
302,Cynthia,0,0.9389999999999998,21,0,0,1,1,0,0.0,0,0,1
303,Anton,1,0.2829999999999999,32,0,0,0,0,1,0.0,0,0,1
304,Roxana,0,0.5599999999999998,19,1,0,0,0,0,0.0,0,0,1
305,Kevin,1,0.9869999999999999,48,0,0,0,0,0,0.0,0,0,1
306,Marco Antonio,1,0.10399999999999987,63,1,1,1,0,0,0.0,0,0,1
307,Gilberto,1,0.7259999999999999,54,0,0,1,1,1,0.0,0,0,1
308,Priscilla,0,0.694,32,0,0,1,1,0,0.0,0,0,1
309,Kelley,0,0.4059999999999999,49,1,1,0,1,0,0.0,0,0,1
310,Jhonny,1,0.18399999999999994,60,1,0,0,0,0,0.0,0,0,1
311,Mindy,0,0.5229999999999999,61,0,1,0,1,1,0.0,0,0,1
312,Anabel,0,0.3719999999999999,61,0,0,1,1,1,0.0,0,0,1
313,Jeannie,0,0.3909999999999999,35,1,1,0,0,1,0.0,0,0,1
314,Gabriel,1,0.9099999999999999,19,0,1,0,0,1,0.0,0,0,1
315,Víctor,1,0.33999999999999986,53,1,1,1,0,1,0.0,0,0,1
316,Dave,1,0.8999999999999999,37,0,1,1,0,0,0.0,0,0,1
317,Jonathon,1,0.29799999999999993,29,1,0,1,0,1,0.0,0,0,1
318,Leigh,0,0.3579999999999999,43,1,1,0,0,1,0.0,0,0,1
319,Lauren,0,0.9609999999999999,55,0,1,0,0,0,0.0,0,0,1
320,Nicola,1,0.09699999999999986,20,1,1,1,0,0,0.0,0,0,1
321,Rod,1,0.5439999999999998,22,0,1,1,0,1,0.0,0,0,1
322,Kristen,0,0.8469999999999999,64,0,1,1,0,1,0.0,0,0,1
323,Chandra,1,0.2849999999999999,19,0,0,0,1,1,0.0,0,0,1
324,Haydee,0,0.15399999999999991,47,0,0,1,1,0,0.0,0,0,1
325,Derrick,1,0.7479999999999999,48,0,1,0,1,1,0.0,0,0,1
326,Calvin,1,0.6709999999999998,64,0,0,1,0,1,0.0,0,0,1
327,Kennedy,1,0.2889999999999999,34,0,0,1,1,1,0.0,0,0,1
328,Ruth,0,0.8829999999999999,54,1,1,1,1,1,0.0,0,0,1
329,Lilian,0,0.4929999999999999,59,1,0,1,0,0,0.0,0,0,1
330,Duane,1,0.4999999999999999,44,1,0,1,0,1,0.0,0,0,1
331,Ebony,0,0.4099999999999999,47,1,0,1,0,0,0.0,0,0,1
332,Lydia,0,0.7229999999999999,31,1,0,0,0,0,0.0,0,0,1
333,Aiden,1,0.20099999999999985,20,1,1,1,1,1,0.0,0,0,1
334,Imelda,0,0.46999999999999986,56,0,0,1,1,1,0.0,0,0,1
335,Robbie,1,0.5639999999999998,61,0,0,1,1,0,0.0,0,0,1
336,Lawrence,1,0.688,26,1,0,0,1,1,0.0,0,0,1
337,Gloria,0,0.9599999999999999,19,1,1,1,1,0,0.0,0,0,1
338,Brent,1,0.7199999999999999,46,1,0,1,1,1,0.0,0,0,1
339,Rossy,0,0.32399999999999984,30,1,0,0,1,0,0.0,0,0,1
340,Steph,0,0.42699999999999994,50,0,0,1,1,1,0.0,0,0,1
341,Tyrone,1,0.6159999999999999,18,1,0,0,0,0,0.0,0,0,1
342,Marisol,0,0.8119999999999998,60,1,1,1,1,0,0.0,0,0,1
343,Toni,1,0.7269999999999999,32,1,0,0,1,0,0.0,0,0,1
344,Ernie,1,0.44599999999999984,42,0,1,1,0,0,0.0,0,0,1
345,Lalo,1,0.5959999999999999,58,0,1,1,1,1,0.0,0,0,1
346,Dillon,1,0.5159999999999999,45,0,0,0,1,0,0.0,0,0,1
347,Jalen,1,0.1289999999999999,24,0,0,1,0,1,0.0,0,0,1
348,Gage,1,0.23199999999999987,42,0,1,1,1,1,0.0,0,0,1
349,Remy,1,0.020999999999999908,51,0,1,1,1,1,0.0,0,0,1
